source,reply_name,reply_text,comment_id,text,name
iPhone 6s,爱上爱吃柠檬的女人,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:我们国家还在发展 比不上欧美国家 但是 即使他有缺点 我们还是深爱这个国家  因为我们是中国人,4088396714914501,回复<a href='http://m.weibo.cn/n/爱上爱吃柠檬的女人'>@爱上爱吃柠檬的女人</a>:看我最新一条微博，你还那么自豪的话，那我也佩服你,黄太子老师
iPhone 7,黄太子老师,唉！真是流氓国家,4088396328635551,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:我们国家还在发展 比不上欧美国家 但是 即使他有缺点 我们还是深爱这个国家  因为我们是中国人,爱上爱吃柠檬的女人
OPPO R7s Plus,统一口径就是真相,回复<a href='http://m.weibo.cn/n/饭饭66666666'>@饭饭66666666</a>:赞我的人比那骂人脑残多不知多少倍，让你失望了。,4088389764486288,"回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:可惜乐天已命不久矣，去庆祝下吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-ae754a591c.png"" style=""width:1em;height:1em;;""></span>",饭饭66666666
iPhone 6s,-,-,4088360131574954,还好和平共处的好，没有伤害！,w健康瘦身
华为 P8max,最爱爬爬虾,回复<a href='http://m.weibo.cn/n/铁饭碗端不动'>@铁饭碗端不动</a>:你圣母无底线,4088356050305394,回复<a href='http://m.weibo.cn/n/最爱爬爬虾'>@最爱爬爬虾</a>:你能抵制韩国的乐天我佩服你，可你抵制的中国乐天和中国沃尔玛一样，除了老板国籍不同，都是国人卖国货且向中国交税的本土超市。乐天大老板人是韩国籍但说日语，正被韩国整，你可能连自己在抗韩还是在抗日都没搞明白。,铁饭碗端不动
魅族 MX4,-,-,4088350556281717,停业还得给工资啊！,天蚕海水
华为P9手机摄影再突破,-,-,4088325151630346,失业的不是你妈，你们当然随便说美话,叫张宇的都是大帅哥
OPPO R9,-,-,4088320306717106,死远点,北流嘟嘟敏
iPhone 7,桢小胡阿,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:如果我以后真的能圆梦法律，我会是一个好律师。,4088261305089929,回复<a href='http://m.weibo.cn/n/桢小胡阿'>@桢小胡阿</a>:希望你是。浦志强、陈有西这些都是真正推动法治发展的律师。也希望你成为大律师的那天别被人污蔑是讼棍和收美分的带路党。,-未濟
iPhone 7,桢小胡阿,回复<a href='http://m.weibo.cn/n/-未濟'>@-未濟</a>:但我关注的都是事实啊 刷微博又没看娱乐新闻 我现在不知道什么思想左不左的 我只知道要爱国,4088259309197176,回复<a href='http://m.weibo.cn/n/桢小胡阿'>@桢小胡阿</a>:不是跟着政府就是爱国，至少在萨德事件上，中国在国际法上就没有任何道义基础，煽动民粹就更是拙劣了，维护国际利益可以，但不讲道理不就成了流氓国家了吗。至于左右问题，据我所知所有的法学大咖没有一个左派，法学院的朋友也没有小粉红，这就是我为什么热爱法律的原因,-未濟
